URL,Paragraph,Sentence
https://www.proec.unicamp.br/paginas/congresso,0,"O 4º Congresso de Extensão e Cultura da Unicamp acontecerá nos dias 21, 22 e 23 de novembro, no Centro de Convenções e no Ginásio Multidisciplinar da Unicamp."
https://www.proec.unicamp.br/paginas/congresso,0,"O evento, organizado pela Pró-Reitoria de Extensão e Cultura (Proec), pretende reunir extensionistas e pesquisadores de todo país, para discutir as principais temáticas relacionadas à extensão e cultura no ambiente universitário."
https://www.proec.unicamp.br/paginas/congresso,1,"Você pode conferir mais detalhes sobre o evento, além da nossa programação, nos links abaixo."
https://www.proec.unicamp.br/paginas/congresso,2,© Pró-Reitoria de Extensão e Cultura.
https://www.proec.unicamp.br/paginas/congresso,2,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
