URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,ElanResp.  Elan,Rev. Elan
https://www.proec.unicamp.br/editais_proext,0,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,1,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,2,#SomosPROEC,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,3,,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,4,"
Home
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,5,Home,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,6,"
Renex
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,7,Renex,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,8,"
Equipe
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,9,Equipe,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,10,"

							Diretorias
						

Administrativa
Comunicação
Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências


Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE


Extensão 48
Fóruns Permanentes
Informática

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,11,"
							Diretorias
						",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,12,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,13,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,14,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,15,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,16,"Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,17,Cultura,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,18,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,19,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,20,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,21,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,22,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,23,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,24,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,25,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_proext,26,Ginásio Multidisciplinar,,,,,,,,,,,,
