URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,ElanResp.  Elan,Rev. Elan
https://www.proec.unicamp.br/editais_cultura,0,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,1,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,2,#SomosPROEC,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,3,,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,4,"
Home
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,5,Home,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,6,"
Renex
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,7,Renex,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,8,"
Equipe
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,9,Equipe,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,10,"

							Diretorias
						

Administrativa
Comunicação
Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências


Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE


Extensão 48
Fóruns Permanentes
Informática

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,11,"
							Diretorias
						",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,12,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,13,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,14,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,15,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,16,"Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,17,Cultura,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,18,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,19,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,20,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,21,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,22,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,23,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,24,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,25,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,26,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,27,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,28,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,29,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,30,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,31,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,32,"Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,33,Extensão,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,34,DExt,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,35,DExt,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,36,"DProj

DProj
Malunga
ITCP
Projeto Rondon

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,37,DProj,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,38,DProj,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,39,DProj,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,40,Malunga,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,41,Malunga,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,42,ITCP,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,43,ITCP,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,44,Projeto Rondon,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_cultura,45,Projeto Rondon,,,,,,,,,,,,
