URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,ElanResp.  Elan,Rev. Elan
https://www.proec.unicamp.br/extensao48,0,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,1,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,2,#SomosPROEC,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,3,,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,4,"
Home
",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,5,Home,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,6,"
Renex
",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,7,Renex,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,8,"
Equipe
",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,9,Equipe,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,10,"

							Diretorias
						

Administrativa
Comunicação
Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências


Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE


Extensão 48
Fóruns Permanentes
Informática

",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,11,"
							Diretorias
						",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,12,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,13,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,14,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,15,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,16,"Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências

",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,17,Cultura,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,18,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,19,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,20,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,21,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,22,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,23,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,24,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,25,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,26,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,27,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,28,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,29,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,30,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,31,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,32,"Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE

",,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,33,Extensão,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,34,DExt,,,,,,,,,,,,
https://www.proec.unicamp.br/extensao48,35,DExt,,,,,,,,,,,,
