URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,ElanResp.  Elan,Rev. Elan
https://www.proec.unicamp.br/editais_acoes_ext,0,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,1,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,2,#SomosPROEC,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,3,,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,4,"
Home
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,5,Home,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,6,"
Renex
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,7,Renex,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,8,"
Equipe
",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,9,Equipe,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,10,"

							Diretorias
						

Administrativa
Comunicação
Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências


Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE


Extensão 48
Fóruns Permanentes
Informática

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,11,"
							Diretorias
						",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,12,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,13,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,14,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,15,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,16,"Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências

",,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,17,Cultura,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,18,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,19,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,20,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,21,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,22,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,23,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,24,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,25,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,26,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,27,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,28,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,29,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,30,Museu Exploratório de Ciências,,,,,,,,,,,,
https://www.proec.unicamp.br/editais_acoes_ext,31,Museu Exploratório de Ciências,,,,,,,,,,,,
