URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,ElanResp.  Elan,Rev. Elan
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,0,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,1,"

",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,2,#SomosPROEC,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,3,,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,4,"
Home
",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,5,Home,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,6,"
Renex
",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,7,Renex,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,8,"
Equipe
",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,9,Equipe,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,10,"

							Diretorias
						

Administrativa
Comunicação
Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências


Extensão

DExt
DProj

DProj
Malunga
ITCP
Projeto Rondon


Extecamp
UniversIDADE


Extensão 48
Fóruns Permanentes
Informática

",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,11,"
							Diretorias
						",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,12,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,13,Administrativa,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,14,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,15,Comunicação,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,16,"Cultura

DCult
Centro de Convenções
Casa do Lago
CIS Guanabara
Ginásio Multidisciplinar
Museu de Artes Visuais
Museu Exploratório de Ciências

",,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,17,Cultura,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,18,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,19,DCult,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,20,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,21,Centro de Convenções,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,22,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,23,Casa do Lago,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,24,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,25,CIS Guanabara,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,26,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,27,Ginásio Multidisciplinar,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,28,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,29,Museu de Artes Visuais,,,,,,,,,,,,
https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,30,Museu Exploratório de Ciências,,,,,,,,,,,,
